cycle	bp	scenario	genetic_mode	N	sample_n	mean_genetic_fitness	mean_2B	mean_het_del	mean_hom_del	mean_weak_het	mean_moderate_het	mean_strong_het	mean_vstrong_het	segregating_del_muts	fixed_del_muts
50	100	M3	selected	105	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
50	100	M3	selected	93	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
51	99	M3	selected	91	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
52	98	M3	selected	86	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
53	97	M3	selected	92	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
54	96	M3	selected	86	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
55	95	M3	selected	84	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
56	94	M3	selected	89	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
57	93	M3	selected	90	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
58	92	M3	selected	91	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
59	91	M3	selected	79	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
60	90	M3	selected	84	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
61	89	M3	selected	87	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
62	88	M3	selected	90	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
63	87	M3	selected	89	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
64	86	M3	selected	90	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
65	85	M3	selected	91	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
66	84	M3	selected	90	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
67	83	M3	selected	92	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
68	82	M3	selected	95	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
69	81	M3	selected	93	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
70	80	M3	selected	91	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
71	79	M3	selected	92	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
72	78	M3	selected	89	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
73	77	M3	selected	85	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
74	76	M3	selected	91	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
75	75	M3	selected	92	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
76	74	M3	selected	96	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
77	73	M3	selected	92	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
78	72	M3	selected	88	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
79	71	M3	selected	87	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
80	70	M3	selected	85	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
81	69	M3	selected	91	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
82	68	M3	selected	90	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
83	67	M3	selected	90	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
84	66	M3	selected	93	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
85	65	M3	selected	91	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
86	64	M3	selected	88	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
87	63	M3	selected	89	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
88	62	M3	selected	86	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
89	61	M3	selected	92	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
90	60	M3	selected	93	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
91	59	M3	selected	92	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
92	58	M3	selected	90	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
93	57	M3	selected	86	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
94	56	M3	selected	92	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
95	55	M3	selected	90	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
96	54	M3	selected	89	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
97	53	M3	selected	90	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
98	52	M3	selected	92	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
99	51	M3	selected	86	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
100	50	M3	selected	89	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
101	49	M3	selected	91	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
102	48	M3	selected	92	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
103	47	M3	selected	84	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
104	46	M3	selected	91	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
105	45	M3	selected	89	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
106	44	M3	selected	94	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
107	43	M3	selected	86	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
108	42	M3	selected	88	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
109	41	M3	selected	84	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
110	40	M3	selected	91	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
111	39	M3	selected	93	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
112	38	M3	selected	93	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
113	37	M3	selected	86	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
114	36	M3	selected	92	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
115	35	M3	selected	86	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
116	34	M3	selected	90	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
117	33	M3	selected	91	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
118	32	M3	selected	95	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
119	31	M3	selected	92	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
120	30	M3	selected	90	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
121	29	M3	selected	89	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
122	28	M3	selected	89	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
123	27	M3	selected	88	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
124	26	M3	selected	91	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
125	25	M3	selected	91	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
126	24	M3	selected	92	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
127	23	M3	selected	92	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
128	22	M3	selected	89	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
129	21	M3	selected	87	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
130	20	M3	selected	84	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
131	19	M3	selected	93	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
132	18	M3	selected	84	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
133	17	M3	selected	93	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
134	16	M3	selected	96	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
135	15	M3	selected	91	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
136	14	M3	selected	95	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
137	13	M3	selected	88	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
138	12	M3	selected	90	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
139	11	M3	selected	89	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
140	10	M3	selected	93	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
141	9	M3	selected	91	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
142	8	M3	selected	90	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
143	7	M3	selected	84	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
144	6	M3	selected	81	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
145	5	M3	selected	86	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
146	4	M3	selected	91	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
147	3	M3	selected	90	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
148	2	M3	selected	84	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
149	1	M3	selected	93	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
150	0	M3	selected	92	20	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
